,movie_title,closeness
462,The Debt,0.22942567467707128
463,Men with Brooms,0.2294124964283252
464,The Constant Gardener,0.229394638053856
465,Just Married,0.22937554806735438
466,Straight Outta Compton,0.22936569517109556
467,Smokin' Aces,0.22929204477156062
468,The Wave,0.2291958558718335
469,Police Academy,0.22915385790153017
470,Winged Migration,0.22910570187106497
471,X-Men,0.22907762111672725
472,The Queen,0.2290488013951701
473,Meet the Parents,0.2289905461460397
474,Shattered Glass,0.22898007744376447
475,National Lampoon’s Van Wilder,0.2289660370665958
476,The Pacifier,0.2289515040446139
477,Stone,0.22894965662656538
478,When a Stranger Calls,0.22894941030415894
479,The Gambler,0.22894546914565542
480,The Object of My Affection,0.2289405426975261
481,Tarnation,0.2289191126481629
482,The Jungle Book,0.22887883893470484
483,Repo Men,0.22884496960381495
484,The Walk,0.2288058043411861
485,The Men Who Stare at Goats,0.2288049422127634
486,It's All Gone Pete Tong,0.22879964628102437
487,Paper Towns,0.22878683751588774
488,The Bucket List,0.22878030997211624
489,Rush Hour 2,0.22876799385179275
490,May,0.22871084705349135
491,The Lucky One,0.22868966332653473
492,The Bad News Bears,0.22864175361847627
493,The Boy Next Door,0.2285928586207916
494,Stigmata,0.22854113091543254
495,The SpongeBob Movie: Sponge Out of Water,0.2285104637758269
496,Michael Clayton,0.22848102824825353
497,The Terminal,0.22847807237937595
498,The Purge,0.22845479491196438
499,The Switch,0.22841624545535158
500,The Order,0.22838976579665585
501,The Host,0.2283841003813071
502,Split Second,0.22833409693279338
503,Vampire in Brooklyn,0.22831315952824335
504,Red State,0.22828175342141827
505,The Wiz,0.22824677563969922
506,Punisher: War Zone,0.22820342289616044
507,The Forest,0.22808272491698936
508,The Cave,0.22799638891352123
509,The Conspirator,0.22795586887765665
510,Pulse,0.2279399810824393
511,The Way of the Gun,0.2279388726316101
512,The Three Stooges,0.22791855103307615
513,Thor,0.22788505118579616
514,Spawn,0.2278663306829043
515,Paul Blart: Mall Cop,0.22785056604888995
516,Pulp Fiction,0.22784391534391535
517,Reign Over Me,0.2278210073601134
518,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0.22780918388460292
519,The Polar Express,0.22779526666863723
520,Veronica Guerin,0.22778553693358153
521,The Mighty Ducks,0.22777408294168072
522,Subway,0.22775647088961798
523,The Game,0.22765597134777757
524,The SpongeBob SquarePants Movie,0.22762050092124575
525,You Again,0.2276197619540264
526,Stardust,0.2276138502162711
527,Raising Cain,0.22759710029263103
528,Out of the Furnace,0.2275801040465844
529,Selena,0.22753342595055803
530,P.S. I Love You,0.22751729183293426
531,Janky Promoters,0.22749253643108397
532,The Machinist,0.22746950528607884
533,The Guilt Trip,0.2274548491028939
534,Love the Coopers,0.22745275536243886
535,The Visual Bible: The Gospel of John,0.2274379760180504
536,"Paris, je t'aime",0.22743231060270175
537,The Darkest Hour,0.2273999192062507
538,The Flowers of War,0.22739166740563374
539,[REC],0.22723168100263066
540,Inside Job,0.2272316810026306
541,Transporter 2,0.22723155784142737
542,Killers,0.22721665533583585
543,The Hobbit: The Battle of the Five Armies,0.2271463302887884
544,Space Jam,0.22712490023942536
545,Seabiscuit,0.22709460258342948
